OP("/NM1" "vth") X,OP("/NM1" "vth") Y
0,0.5132550786633396
0.01010101,0.5132550786635977
0.02020202,0.5132550786639463
0.03030303,0.5132550786644182
0.04040404,0.5132550786650558
0.05050505,0.5132550786659177
0.06060606,0.5132550786670824
0.07070707,0.5132550786686565
0.08080808,0.5132550786707838
0.09090909,0.5132550786736563
0.1010101,0.5132550786775354
0.1111111,0.5132550786827729
0.1212121,0.5132550786898392
0.1313131,0.5132550786993726
0.1414141,0.5132550787122265
0.1515152,0.5132550787295476
0.1616162,0.513255078752875
0.1717172,0.5132550787842666
0.1818182,0.513255078826476
0.1919192,0.5132550788831777
0.2020202,0.5132550789592636
0.2121212,0.5132550790612322
0.2222222,0.5132550791976926
0.2323232,0.5132550793800142
0.2424242,0.5132550796231603
0.2525253,0.5132550799467536
0.2626263,0.513255080376406
0.2727273,0.5132550809454003
0.2828283,0.5132550816967573
0.2929293,0.5132550826857811
0.3030303,0.5132550839831567
0.3131313,0.5132550856786539
0.3232323,0.5132550878855807
0.3333333,0.513255090746034
0.3434343,0.5132550944371186
0.3535354,0.513255099178239
0.3636364,0.5132551052397004
0.3737374,0.5132551129527927
0.3838384,0.5132551227216191
0.3939394,0.5132551350368434
0.4040404,0.5132551504914348
0.4141414,0.5132551697982427
0.4242424,0.5132551938088435
0.4343434,0.5132552235326034
0.4444444,0.5132552601543043
0.4545455,0.5132553050481122
0.4646465,0.5132553597852543
0.4747475,0.5132554261326437
0.4848485,0.5132555060399643
0.4949495,0.5132556016135685
0.5050505,0.5132557150766911
0.5151515,0.5132558487171074
0.5252525,0.5132560048249736
0.5353535,0.5132561856250322
0.5454545,0.5132563932083425
0.5555556,0.513256629468905
0.5656566,0.5132568960501129
0.5757576,0.513257194304738
0.5858586,0.5132575252706034
0.5959596,0.5132578896623667
0.6060605999999999,0.5132582878782469
0.6161616,0.5132587200193286
0.6262626,0.5132591859183988
0.6363636,0.5132596851749661
0.6464645999999999,0.5132602171933296
0.6565657,0.5132607812210014
0.6666666999999999,0.5132613763853578
0.6767677,0.5132620017270632
0.6868687,0.5132626562293757
0.6969697,0.5132633388429407
0.7070707000000001,0.5132640485060816
0.7171717,0.5132647841608234
0.7272727,0.5132655447651003
0.7373737,0.5132663293016357
0.7474747,0.5132671367840305
0.7575758,0.5132679662605906
0.7676768,0.5132688168163487
0.7777778,0.5132696875737019
0.7878788,0.5132705776920128
0.7979798,0.51327148636647
0.8080808,0.5132724128264425
0.8181818,0.5132733563335125
0.8282828,0.5132743161793339
0.8383838,0.5132752916833949
0.8484848,0.5132762821908146
0.8585859,0.5132772870701758
0.8686869,0.513278305711466
0.8787879,0.5132793375241193
0.8888889,0.5132803819352095
0.8989899,0.5132814383877524
0.9090909,0.5132825063391657
0.9191919,0.5132835852598396
0.9292929,0.5132846746318294
0.9393939,0.5132857739476815
0.9494949,0.5132868827093399
0.959596,0.5132880004271735
0.969697,0.5132891266190778
0.9797979999999999,0.5132902608096676
0.989899,0.5132914025295401
1,0.5132925513146241
