OP("/PM1" "vth") X,OP("/PM1" "vth") Y
0,-0.4711844500224115
0.01010101,-0.4711844500225357
0.02020202,-0.4711844500227066
0.03030303,-0.4711844500229389
0.04040404,-0.4711844500232556
0.05050505,-0.4711844500236874
0.06060606,-0.4711844500242758
0.07070707,-0.4711844500250776
0.08080808,-0.4711844500261695
0.09090909,-0.4711844500276563
0.1010101,-0.4711844500296792
0.1111111,-0.4711844500324303
0.1212121,-0.4711844500361698
0.1313131,-0.4711844500412487
0.1414141,-0.4711844500481391
0.1515152,-0.4711844500574817
0.1616162,-0.4711844500701334
0.1717172,-0.4711844500872412
0.1818182,-0.471184450110342
0.1919192,-0.4711844501414801
0.2020202,-0.4711844501833735
0.2121212,-0.471184450239611
0.2222222,-0.4711844503149187
0.2323232,-0.4711844504154816
0.2424242,-0.4711844505493589
0.2525253,-0.4711844507269764
0.2626263,-0.4711844509617508
0.2727273,-0.47118445127083
0.2828283,-0.4711844516759783
0.2929293,-0.4711844522046332
0.3030303,-0.4711844528911674
0.3131313,-0.4711844537783715
0.3232323,-0.471184454919215
0.3333333,-0.4711844563789488
0.3434343,-0.4711844582375821
0.3535354,-0.4711844605928349
0.3636364,-0.4711844635635687
0.3737374,-0.4711844672937036
0.3838384,-0.4711844719565403
0.3939394,-0.4711844777592645
0.4040404,-0.4711844849473552
0.4141414,-0.4711844938084015
0.4242424,-0.4711845046747744
0.4343434,-0.4711845179245739
0.4444444,-0.4711845339802332
0.4545455,-0.4711845533043787
0.4646465,-0.4711845763927163
0.4747475,-0.4711846037640832
0.4848485,-0.4711846359481274
0.4949495,-0.4711846734714202
0.5050505,-0.471184716843029
0.5151515,-0.4711847665407004
0.5252525,-0.4711848229986934
0.5353535,-0.4711848865981446
0.5454545,-0.4711849576604596
0.5555556,-0.4711850364439603
0.5656566,-0.4711851231436078
0.5757576,-0.47118521789338
0.5858586,-0.4711853207707795
0.5959596,-0.4711854318027449
0.6060605999999999,-0.4711855509724235
0.6161616,-0.4711856782262079
0.6262626,-0.4711858134805934
0.6363636,-0.4711859566285788
0.6464645999999999,-0.4711861075453738
0.6565657,-0.4711862660933145
0.6666666999999999,-0.4711864321259807
0.6767677,-0.4711866054915236
0.6868687,-0.4711867860352638
0.6969697,-0.4711869736016749
0.7070707000000001,-0.4711871680358204
0.7171717,-0.4711873691843158
0.7272727,-0.4711875768959629
0.7373737,-0.4711877910220696
0.7474747,-0.4711880114165533
0.7575758,-0.4711882379358859
0.7676768,-0.4711884704388954
0.7777778,-0.4711887087865045
0.7878788,-0.471188952841391
0.7979798,-0.4711892024676199
0.8080808,-0.4711894558148869
0.8181818,-0.4711897178949316
0.8282828,-0.4711899834274744
0.8383838,-0.4711902539934704
0.8484848,-0.4711905294578638
0.8585859,-0.471190809684548
0.8686869,-0.4711910945359559
0.8787879,-0.4711913838726705
0.8888889,-0.4711916775530135
0.8989899,-0.4711919754326481
0.9090909,-0.471192277364175
0.9191919,-0.4711925831967435
0.9292929,-0.4711928927756596
0.9393939,-0.4711932059420015
0.9494949,-0.4711935225322713
0.959596,-0.4711938423780683
0.969697,-0.4711941653058148
0.9797979999999999,-0.4711944911365507
0.989899,-0.4711948196858186
1,-0.4711951507636708
